nombre,financiamiento,provincia,localidad,internacion,camas
RESIDENCIA GERIATRICA BATAN,Privado,Buenos Aires,Batán,Sí,38.0
HOGAR DE ANCIANOS MARIA LUJAN,Privado,Buenos Aires,Beccar,Sí,12.0
NUEVA CLINICA PRIVADA BECCAR,Privado,Buenos Aires,Beccar,Sí,35.0
RESIDENCIA LA HORQUETA (D),Privado,Buenos Aires,Beccar,Sí,58.0
RESIDENCIA PARA ANCIANOS HOGAR FELIZ,Privado,Buenos Aires,Beccar,Sí,40.0
HOGAR DE ANCIANOS CAYETANO ZIBECCHI,Público,Buenos Aires,Benito Juárez (Est. Juárez),Sí,74.0
HOGAR DEL CARMEN,Privado,Buenos Aires,Benito Juárez (Est. Juárez),Sí,0.0
HOGAR DEL CARMEN (G),Privado,Buenos Aires,Benito Juárez (Est. Juárez),Sí,0.0
HOSPITAL MUNICIPAL DR. ALFREDO SAINTOUT,Público,Buenos Aires,Benito Juárez (Est. Juárez),Sí,74.0
CENTRO DE DIA,Público,Buenos Aires,Berazategui (Berazategui),Sí,9.0
CLINICA PRIVADA DE PSIQUIATRIA Y PSICOLOGIA MEDICA SAN MARTIN (M),Privado,Buenos Aires,Berazategui (Berazategui),Sí,54.0
COMUNIDAD LA ALAHAMBRITA (A),Privado,Buenos Aires,Berazategui (Berazategui),Sí,11.0
GERIATRICO LA CASONA,Privado,Buenos Aires,Berazategui (Berazategui),Sí,20.0
HOGAR DE ANCIANOS LA ESPERANZA,Privado,Buenos Aires,Berazategui (Berazategui),Sí,8.0
HOGAR GERIATRICO JUBILEO 2000,Privado,Buenos Aires,Berazategui (Berazategui),Sí,39.0
HOGAR GERIATRICO PORTAL DEL ATARDECER,Privado,Buenos Aires,Berazategui (Berazategui),Sí,20.0
HOSPITAL ZONAL GENERAL AGUDOS DESCENTRALIZADO EVITA PUEBLO,Público,Buenos Aires,Berazategui (Berazategui),Sí,265.0
INSTITUTO DE OJOS SANTA LUCIA BERAZATEGUI,Privado,Buenos Aires,Berazategui (Berazategui),Sí,4.0
LAS FRESIAS (HOGAR GERIATRICO),Privado,Buenos Aires,Berazategui (Berazategui),Sí,12.0
NUEVO SANATORIO BERAZATEGUI,Privado,Buenos Aires,Berazategui (Berazategui),Sí,65.0
PROGRAMA SUR II,Privado,Buenos Aires,Berazategui (Berazategui),Sí,11.0
CABAÑA DEL SUR (G),Privado,Buenos Aires,Berazategui (Guillermo Enrique Hudson),Sí,15.0
COMUNIDAD TERAPEUTICA CREER ES CREAR,Privado,Buenos Aires,Berazategui (Guillermo Enrique Hudson),Sí,22.0
TRATAMIENTO DE ADICCIONES Y PATOLOGIAS ASOCIADAS (A),Privado,Buenos Aires,Berazategui (Guillermo Enrique Hudson),Sí,22.0
EL AMANECER (G),Privado,Buenos Aires,Berazategui (Plátanos),Sí,12.0
CLINICA PRIVADA RANELAGH,Privado,Buenos Aires,Berazategui (Ranelagh),Sí,28.0
GERIATRICO LA CASA DEL ABUELO,Privado,Buenos Aires,Berazategui (Ranelagh),Sí,50.0
GERIATRICO LA MAISON,Privado,Buenos Aires,Berazategui (Ranelagh),Sí,35.0
CLINICA PRIVADA NEUROPSIQUIATRICA SAN ANDRES (M),Privado,Buenos Aires,Berisso (Berisso),Sí,0.0
GERIATRICO ROSA MISTICA,Privado,Buenos Aires,Berisso (Berisso),Sí,8.0
GERIATRICO VILLA ZULA,Privado,Buenos Aires,Berisso (Berisso),Sí,13.0
HOGAR DE ANCIANOS EMANUEL,Privado,Buenos Aires,Berisso (Berisso),Sí,17.0
HOGAR DE ANCIANOS RESIDENCIA GERIATRICA MODELO,Privado,Buenos Aires,Berisso (Berisso),Sí,12.0
HOGAR GERIATRICO AUSTRAL,Privado,Buenos Aires,Berisso (Berisso),Sí,9.0
HOGAR GERIATRICO DESPERTARES,Privado,Buenos Aires,Berisso (Berisso),Sí,18.0
HOGAR GERIATRICO EMANUEL II,Privado,Buenos Aires,Berisso (Berisso),Sí,18.0
HOGAR GERIATRICO LAS TRES MARIAS,Privado,Buenos Aires,Berisso (Berisso),Sí,16.0
HOGAR GERIATRICO SABIN,Privado,Buenos Aires,Berisso (Berisso),Sí,22.0
CLINICA PRIVADA ENRIQUE MOSCONI,Privado,Buenos Aires,Berisso (Villa Nueva),Sí,30.0
HOSPITAL ZONAL GENERAL AGUDOS DR. LARRAIN,Público,Buenos Aires,Berisso (Villa Nueva),Sí,108.0
INSTITUTO MEDICO ARGENTINO DE BERISSO SA,Privado,Buenos Aires,Berisso (Villa Nueva),Sí,45.0
HOGAR GERIATRICO MODESTO MAGADAN,Público,Buenos Aires,Bordenave,Sí,26.0
HOGAR GERIATRICO MODESTO MAGADAN,Privado,Buenos Aires,Bordenave,Sí,20.0
UNIDAD SANITARIA BORDENAVE,Público,Buenos Aires,Bordenave,Sí,6.0
COMUNIDAD TERAPEUTICA GENS (A),Privado,Buenos Aires,Boulogne,Sí,32.0
GERIATRICO SAN AGUSTIN,Privado,Buenos Aires,Boulogne,Sí,25.0
HOGAR GERIATRICO SAN JORGE (SAN ISIDRO),Privado,Buenos Aires,Boulogne,Sí,33.0
RESIDENCIA PARA ADULTOS MAYORES BOULOGNE,Privado,Buenos Aires,Boulogne,Sí,17.0
CENEBRA S.H,Privado,Buenos Aires,Bragado,Sí,5.0
CENTRO ENDOSCOPICO BRAGADO (CEBRA),Privado,Buenos Aires,Bragado,Sí,2.0
CLINICA MODELO SA DE BRAGADO,Privado,Buenos Aires,Bragado,Sí,40.0
CLINICA PRIVADA OESTE DE BRAGADO,Privado,Buenos Aires,Bragado,Sí,37.0
CLINICA PRIVADA SIQUIATRICA I.T.E.N. (M),Privado,Buenos Aires,Bragado,Sí,5.0
HOGAR DE ANCIANOS SAN VICENTE DE PAUL BRAGADO,Privado,Buenos Aires,Bragado,Sí,110.0
HOGAR NUEVO,Público,Buenos Aires,Bragado,Sí,58.0
HOSPITAL MUNICIPAL SAN LUIS,Público,Buenos Aires,Bragado,Sí,78.0
RESIDENCIA GERIATRICA CLINICA MODELO SRL,Privado,Buenos Aires,Bragado,Sí,56.0
SANATORIO DEL CIRCULO MEDICO BRAGADO (INSTITUTO MEDICO QUIRURGICO BRAGADO),Privado,Buenos Aires,Bragado,Sí,141.0
SANATORIO SANTA ROSA SA,Privado,Buenos Aires,Bragado,Sí,24.0
HOSPITAL MUNICIPAL DR. JOSE CASELLAS SOLA,Público,Buenos Aires,Cacharí,Sí,39.0
CLINICA DELTA SA,Privado,Buenos Aires,Campana,Sí,67.0
CLINICA PRIVADA CAMPANA,Privado,Buenos Aires,Campana,Sí,40.0
CLINICA PRIVADA MODELO DE CAMPANA,Privado,Buenos Aires,Campana,Sí,83.0
CLINICA SAN CAMILO,Privado,Buenos Aires,Campana,Sí,65.0
GERIATRICO BETHEL,Privado,Buenos Aires,Campana,Sí,10.0
HOGAR DE ANCIANOS SAN JOSE DE CAMPANA,Público,Buenos Aires,Campana,Sí,36.0
HOGAR GERIATRICO SAN IGNACIO,Privado,Buenos Aires,Campana,Sí,0.0
INSTITUTO GERIATRICO SAN LUCAS,Privado,Buenos Aires,Campana,Sí,57.0
INSTITUTO MEDICO MARIA AUXILIADORA,Privado,Buenos Aires,Campana,Sí,18.0
SANATORIO AUGUSTO TIMOTEO VANDOR,Privado,Buenos Aires,Campana,Sí,0.0
UNIDAD HOSPITALARIA SAN JOSE,Público,Buenos Aires,Campana,Sí,82.0
HOGAR GERIATRICO VIVIR,Público,Buenos Aires,Capilla del Señor (Est. Capilla),Sí,12.0
HOSPITAL MUNICIPAL SAN JOSE,Público,Buenos Aires,Capilla del Señor (Est. Capilla),Sí,60.0
HOSPITAL MUNICIPAL SAN CARLOS,Público,Buenos Aires,Capitán Sarmiento,Sí,32.0
HOGAR DE ANCIANOS GENERAL N. LEVALLE,Público,Buenos Aires,Carhué,Sí,35.0
HOSPITAL LOCAL MUNICIPAL GENERAL JOSE DE SAN MARTIN,Público,Buenos Aires,Carhué,Sí,30.0
ASILO Y UNIDAD SANITARIA DR. ALBERT SCHWEITZER,Público,Buenos Aires,Carlos Casares,Sí,20.0
HOGAR GERIATRICO RAYITO DE SOL,Privado,Buenos Aires,Carlos Casares,Sí,0.0
HOSPITAL LOCAL ESPECIALIZADO MATERNO INFANTIL DE CARLOS CASARES,Público,Buenos Aires,Carlos Casares,Sí,23.0
HOSPITAL MUNICIPAL DR. JULIO RAMOS,Público,Buenos Aires,Carlos Casares,Sí,146.0
HOGAR GERIATRICO SAN JOSE DE CARLOS TEJEDOR,Público,Buenos Aires,Carlos Tejedor,Sí,50.0
HOSPITAL MUNICIPAL GARRE,Público,Buenos Aires,Carlos Tejedor,Sí,28.0
HOGAR GERIATRICO MARI Y MAFALDA,Privado,Buenos Aires,Carmen de Areco,Sí,0.0
HOSPITAL LOCAL GENERAL DE AGUDOS NUESTRA SEÑORA DEL CARMEN,Público,Buenos Aires,Carmen de Areco,Sí,101.0
SEGUNDA OPORTUNIDAD (COMUNIDAD TERAPEUTICA ),Privado,Buenos Aires,Carmen de Areco,Sí,17.0
ALEGRIA DEL HOGAR,Privado,Buenos Aires,Carmen de Patagones,Sí,19.0
HOGAR GERIATRICO CARLOS TESSARI,Público,Buenos Aires,Carmen de Patagones,Sí,30.0
HOSPITAL MUNICIPAL AGUDOS DR. PEDRO ECAY,Público,Buenos Aires,Carmen de Patagones,Sí,131.0
RESIDENCIA DEL CARMEN (HOGAR GERIATRICO),Privado,Buenos Aires,Carmen de Patagones,Sí,0.0
RESIDENCIA GERIATRICA SANTA ELVIRA,Privado,Buenos Aires,Carmen de Patagones,Sí,12.0
CENTRO MUNICIPAL DE RESIDENTES DE LA TERCERA EDAD,Público,Buenos Aires,Casbas,Sí,20.0
HOGAR DE ANCIANOS EVA PERON,Público,Buenos Aires,Casbas,Sí,45.0
HOSPITAL MUNICIPAL CASBAS,Público,Buenos Aires,Casbas,Sí,26.0
HOGAR DE ANCIANOS GENOVEVA LIFORENA DE ALDAZ,Público,Buenos Aires,Castelli,Sí,31.0
HOSPITAL MUNICIPAL DR. RAMON CARRILLO,Público,Buenos Aires,Castelli,Sí,43.0
HOGAR GERIATRICO,Público,Buenos Aires,Castilla,Sí,10.0
HOSPITAL LOCAL GENERAL TOMAS KEATING,Público,Buenos Aires,Castilla,Sí,22.0
HOSPITAL MUNICIPAL TOMAS KEATING,Público,Buenos Aires,Castilla,Sí,22.0
HOGAR DE ANCIANOS DE CAÑADA SECA,Público,Buenos Aires,Cañada Seca,Sí,14.0
CENTRO DE GASTROENTEROLOGIA Y ENDOSCOPIA DIGESTIVA,Privado,Buenos Aires,Cañuelas,Sí,2.0
CLINICA PRIVADA DE CIRUGIA Y MATERNIDAD CAÑUELAS,Privado,Buenos Aires,Cañuelas,Sí,34.0
COMUNIDAD TERAPEUTICA ASOCIACION REVIVIR,Privado,Buenos Aires,Cañuelas,Sí,24.0
ENTE DESCENTRALIZADO HOSPITAL DR. ANGEL MARZETTI,Público,Buenos Aires,Cañuelas,Sí,59.0
GERIATRICO IDANA,Privado,Buenos Aires,Cañuelas,Sí,10.0
HOGAR DE ANCIANOS SAN JOSE,Privado,Buenos Aires,Cañuelas,Sí,32.0
HOGAR GERIATRICO MI SOLAR,Privado,Buenos Aires,Cañuelas,Sí,16.0
INSTITUTO PRIVADO DE CIRUGIA Y MATERNIDAD CAÑUELAS SRL,Privado,Buenos Aires,Cañuelas,Sí,34.0
CLINICA PRIVADA DE OJOS DE CHACABUCO,Privado,Buenos Aires,Chacabuco,Sí,5.0
HOGAR DE ANCIANOS,Público,Buenos Aires,Chacabuco,Sí,26.0
HOGAR GERIATRICO,Público,Buenos Aires,Chacabuco,Sí,35.0
HOSPITAL MUNICIPAL NUESTRA SEÑORA DEL CARMEN,Público,Buenos Aires,Chacabuco,Sí,119.0
HOSPITAL SUBZONAL MUNICIPAL NUESTRA SEÑORA DEL CARMEN,Público,Buenos Aires,Chacabuco,Sí,144.0
INSTITUTO OFTALMOLOGICO DEL NOROESTE,Privado,Buenos Aires,Chacabuco,Sí,3.0
SANATORIO CHACABUCO (EX CLINICA SAN ISIDRO LABRADOR),Privado,Buenos Aires,Chacabuco,Sí,38.0
CLINICA PRIVADA CHASCOMUS SA,Privado,Buenos Aires,Chascomús (Chascomús Country Club),Sí,37.0
HOSPITAL MUNICIPAL SAN VICENTE DE PAUL,Público,Buenos Aires,Chascomús (Chascomús Country Club),Sí,58.0
GERIATRICO SAN JORGE,Privado,Buenos Aires,Chascomús (Chascomús),Sí,0.0
HOGAR DE ANCIANOS ELENA HELBERT DE ESTEFANELL,Público,Buenos Aires,Chascomús (Chascomús),Sí,90.0
HOGAR GERIATRICO SANTA RITA,Privado,Buenos Aires,Chascomús (Chascomús),Sí,37.0
HOGAR LOS ABUELOS (G),Privado,Buenos Aires,Chascomús (Chascomús),Sí,18.0
HOGAR Y CENTRO DE DIA PARA DISCAPACITADOS,Privado,Buenos Aires,Chascomús (Chascomús),Sí,30.0
RESIDENCIAL GERIATRICO SANTA MARIA,Privado,Buenos Aires,Chascomús (Chascomús),Sí,32.0
HOSPITAL LOCAL GENERAL DE AGUDOS DR. HORACIO FERRO,Público,Buenos Aires,Chillar,Sí,36.0
CLINICA PRIVADA NUESTRA SEÑORA DEL CARMEN,Privado,Buenos Aires,Chivilcoy,Sí,38.0
HOGAR DE ANCIANOS PENSION GERIATRICA,Privado,Buenos Aires,Chivilcoy,Sí,15.0
HOGAR GERIATRICO MARIA ROSA MISTICA,Privado,Buenos Aires,Chivilcoy,Sí,16.0
HOGAR GERIATRICO NUESTRA SEÑORA DE LOURDES,Privado,Buenos Aires,Chivilcoy,Sí,18.0
HOGAR GERIATRICO RENACER,Privado,Buenos Aires,Chivilcoy,Sí,15.0
HOGAR GERIATRICO RIVADAVIA,Privado,Buenos Aires,Chivilcoy,Sí,29.0
HOGAR PARA DISCAPACITADOS Y CENTRO DE DIA ATIADIM (D),Privado,Buenos Aires,Chivilcoy,Sí,18.0
HOSPITAL MUNICIPAL DE CHIVILCOY,Público,Buenos Aires,Chivilcoy,Sí,88.0
INSTITUTO MEDICO DEL OESTE SRL,Privado,Buenos Aires,Chivilcoy,Sí,46.0
INSTITUTO OFTALMOLOGICO DEL NOROESTE SA,Privado,Buenos Aires,Chivilcoy,Sí,23.0
MEDICI JUAN ANTONIO GERIATRICO,Privado,Buenos Aires,Chivilcoy,Sí,0.0
SANATORIO CHIVILCOY,Privado,Buenos Aires,Chivilcoy,Sí,31.0
HOGAR GERIATRICO,Público,Buenos Aires,Claraz,Sí,12.0
CLINICA CENTRO MEDICO SA,Privado,Buenos Aires,Colón,Sí,16.0
HOGAR GERIATRICO CARLOS STEBB,Público,Buenos Aires,Colón,Sí,86.0
HOSPITAL MUNICIPAL DE COLON,Público,Buenos Aires,Colón,Sí,87.0
COMUNIDAD TERAPEUTICA SANTA RITA,Privado,Buenos Aires,Coronel Brandsen,Sí,27.0
GERIATRICO SAN EDGARDO,Privado,Buenos Aires,Coronel Brandsen,Sí,6.0
HOGAR DE ANCIANOS SANTA RITA,Privado,Buenos Aires,Coronel Brandsen,Sí,0.0
HOSPITAL MUNICIPAL DR. FRANCISCO CARAM,Público,Buenos Aires,Coronel Brandsen,Sí,37.0
INSTITUTO MEDICO GERIATRICO LA CASITA,Privado,Buenos Aires,Coronel Brandsen,Sí,19.0
SANATORIO PRIVADO BRANDSEN SA,Privado,Buenos Aires,Coronel Brandsen,Sí,40.0
HOGAR DE ANCIANOS PRESBITERO NICOLAS RAMON OJEDA,Público,Buenos Aires,Coronel Dorrego,Sí,41.0
HOGAR GERIATRICO,Público,Buenos Aires,Coronel Dorrego,Sí,18.0
HOSPITAL MUNICIPAL MARIA EVA DUARTE DE PERON,Público,Buenos Aires,Coronel Dorrego,Sí,40.0
SANATORIO POLICLINICO CORONEL DORREGO,Privado,Buenos Aires,Coronel Dorrego,Sí,38.0
UNIDAD SANITARIA MARTINEZ DE HOZ,Público,Buenos Aires,Coronel Martínez de Hoz (Ap. Kilómetro 322),Sí,9.0
HOGAR GERIATRICO,Público,Buenos Aires,Coronel Pringles (Est. Pringles),Sí,56.0
HOGAR GERIATRICO VIDA SALUD,Privado,Buenos Aires,Coronel Pringles (Est. Pringles),Sí,12.0
HOSPITAL DR. MANUEL CABRERA,Público,Buenos Aires,Coronel Pringles (Est. Pringles),Sí,52.0
SANATORIO PRINGLES SRL,Privado,Buenos Aires,Coronel Pringles (Est. Pringles),Sí,34.0
CENTRO DE DIA ESPERANZA NUESTRO LUGAR (D),Privado,Buenos Aires,Coronel Suárez,Sí,12.0
CLINICA CORONEL SUAREZ SRL,Privado,Buenos Aires,Coronel Suárez,Sí,38.0
HOGAR DE ANCIANOS DOMINGO GOÑI,Público,Buenos Aires,Coronel Suárez,Sí,156.0
HOSPITAL MUNICIPAL,Público,Buenos Aires,Coronel Suárez,Sí,65.0
HOSPITAL LOCAL GENERAL DE CORONEL VIDAL,Público,Buenos Aires,Coronel Vidal,Sí,36.0
HOSPITAL MUNICIPAL EUSTAQUIO ARISTIZABAL,Público,Buenos Aires,Coronel Vidal,Sí,51.0
HOSPITAL MUNICIPAL DR. P. ROMANAZZI,Público,Buenos Aires,Daireaux,Sí,82.0
RESIDENCIA GERIATRICA DR. M. OLIVER,Público,Buenos Aires,Daireaux,Sí,88.0
HOGAR DE ANCIANOS,Privado,Buenos Aires,Darregueira,Sí,24.0
SANATORIO Y MATERNIDAD DR. J. DARREGUEIRA,Privado,Buenos Aires,Darregueira,Sí,44.0
CLINICA PRIVADA SANATORIO DOLORES SRL,Privado,Buenos Aires,Dolores,Sí,29.0
HOGAR DE ANCIANOS DOMINGA F. DE PEÑOÑORI,Público,Buenos Aires,Dolores,Sí,30.0
HOGAR GERIATRICO,Público,Buenos Aires,Dolores,Sí,7.0
HOSPITAL SAN ROQUE,Público,Buenos Aires,Dolores,Sí,55.0
SANATORIO REGIONAL SA,Privado,Buenos Aires,Dolores,Sí,35.0
HOGAR GERIATRICO RESIDENCIAL SANTA LUCIA,Privado,Buenos Aires,Dudignac,Sí,23.0
HOSPITAL MUNICIPAL ENRIQUETA DUDIGNAC,Público,Buenos Aires,Dudignac,Sí,13.0
HOGAR GERIATRICO,Público,Buenos Aires,El Perdido (Est. José A. Guisasola),Sí,16.0
HOGAR GERIATRICO DE LA UNIDAD SANITARIA DR. PEDRO JUAN TESTANI,Público,Buenos Aires,El Perdido (Est. José A. Guisasola),Sí,15.0
GERIATRICO EL TRIUNFO,Privado,Buenos Aires,El Triunfo,Sí,12.0
HOGAR DE ANCIANOS DR. CARLOS A. SEGUI,Público,Buenos Aires,Emilio V. Bunge,Sí,20.0
HOGAR GERIATRICO AIMARA,Privado,Buenos Aires,Ensenada (Dique Nº 1),Sí,32.0
HOSPITAL ZONAL ESPECIALIZADO EN CRONICOS EL DIQUE,Público,Buenos Aires,Ensenada (Dique Nº 1),Sí,54.0
CLINICA DE LA COMUNIDAD,Privado,Buenos Aires,Ensenada (Villa Catela),Sí,56.0
CLINICA INSTITUTO MEDICO DE LA RIVERA,Privado,Buenos Aires,Ensenada (Villa Catela),Sí,34.0
HOSPITAL ZONAL GENERAL AGUDOS HORACIO CESTINO,Público,Buenos Aires,Ensenada (Villa Catela),Sí,65.0
INSTITUTO MEDICO PRIVADO ALBERTI,Privado,Buenos Aires,Ensenada (Villa Catela),Sí,27.0
CENTRO DE DIA Y HOGAR ASANA (D),Privado,Buenos Aires,Escobar (Belén de Escobar),Sí,26.0
CLINICA PRIVADA DE OJOS ESCOBAR,Privado,Buenos Aires,Escobar (Belén de Escobar),Sí,2.0
HOGAR GERIATRICO BELEN,Privado,Buenos Aires,Escobar (Belén de Escobar),Sí,49.0
INSTITUTO DE REHABILITACION EDUCACION TERAPEUTICA (D),Privado,Buenos Aires,Escobar (Belén de Escobar),Sí,60.0
COMUNIDAD TERAPEUTICA BELEN DE ESCOBAR (A),Privado,Buenos Aires,Escobar (Loma Verde),Sí,0.0
FUNDACION PEUMAYEN (D),Privado,Buenos Aires,Escobar (Loma Verde),Sí,12.0
CLINICA PRIVADA ESCOBAR SRL,Privado,Buenos Aires,Escobar (Maquinista F. Savio Este),Sí,30.0
CLINICA PRIVADA FATIMA,Privado,Buenos Aires,Escobar (Maquinista F. Savio Este),Sí,72.0
CLINICA PRIVADA SAN CARLOS,Privado,Buenos Aires,Escobar (Maquinista F. Savio Este),Sí,84.0
HOSPITAL ZONAL GENERAL AGUDOS DR. ERILL,Público,Buenos Aires,Escobar (Maquinista F. Savio Este),Sí,178.0
HOGAR DE ANCIANOS DE ESPARTILLAR,Público,Buenos Aires,Espartillar,Sí,8.0
HOSPITAL LOCAL MUNICIPAL DE ESPIGAS,Público,Buenos Aires,Espigas,Sí,40.0
SANATORIO CLINICA SAN JOSE OBRERO,Privado,Buenos Aires,Estacion Jauregui Villa Flandria,Sí,34.0
HOGAR DE ANCIANOS SOLARIEGA,Privado,Buenos Aires,Esteban Echeverría (Canning),Sí,23.0
CLINICA PRIVADA GUILLON,Privado,Buenos Aires,Esteban Echeverría (Luis Guillón),Sí,16.0
GERIATRICO VALETTE SA,Privado,Buenos Aires,Esteban Echeverría (Luis Guillón),Sí,12.0
HOGAR DEL CARMEN (G),Privado,Buenos Aires,Esteban Echeverría (Luis Guillón),Sí,12.0
INSTITUTO GERIATRICO RESIDENCIAL MG DE LUIS GUILLON,Privado,Buenos Aires,Esteban Echeverría (Luis Guillón),Sí,52.0
MITO LABORAL S.R.L.,Privado,Buenos Aires,Esteban Echeverría (Luis Guillón),Sí,0.0
RESIDENCIA PARQUE SAN EMILIANO,Privado,Buenos Aires,Esteban Echeverría (Luis Guillón),Sí,82.0
CASA DEL SUR (A),Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,24.0
CASA DEL SUR (A) MONTE GRANDE,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,42.0
CENTRO DE AYUDA CAYDEM (D),Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,9.0
CLINICA MONTE GRANDE,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,61.0
COMUNIDAD CASA DEL SUR (A),Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,51.0
EL VOLVER A VIVIR II (G),Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,0.0
GERIATRICO AYELEN,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,40.0
HOGAR CEAC (D),Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,24.0
HOGAR DE ANCIANOS SAN AGUSTIN,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,0.0
HOGAR GERIATRICO SANTA CECILIA,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,31.0
POLICLINICO SOFIA TERRERO DE SANTA MARINA,Público,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,173.0
RESIDENCIA GERIATRICA EL SOSIEGO,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,100.0
SANATORIO MODELO ESTRELLA,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),Sí,28.0
HOSPITAL ZONAL GENERAL DE AGUDOS MADRE TERESA DE CALCUTA,Público,Buenos Aires,Ezeiza (Aeropuerto Internacional Ezeiza),Sí,181.0
HOGAR GERIATRICO RESIDENCIAL EZEIZA,Privado,Buenos Aires,Ezeiza (José María Ezeiza),Sí,50.0
INSTITUTO GERAITRICO NUESTRA SEÑORA DE LORETO,Privado,Buenos Aires,Ezeiza (José María Ezeiza),Sí,12.0
U. 31 CENTRO FEDERAL DE DETENCION DE MUJERES N. S. DE SAN NICOLAS,Público,Buenos Aires,Ezeiza (José María Ezeiza),Sí,0.0
CLINICA PRIVADA TRISTAN SUAREZ,Privado,Buenos Aires,Ezeiza (Tristán Suárez),Sí,64.0
CENTRO MEDICO SAN MARTIN,Privado,Buenos Aires,Ezpeleta,Sí,45.0
HOGAR DE ANCIANOS EL CEDRO,Privado,Buenos Aires,Ezpeleta,Sí,68.0
HOGAR GERIATRICO SAN MIGUEL ARCANGEL,Privado,Buenos Aires,Ezpeleta,Sí,10.0
HOGAR GERIATRICO,Público,Buenos Aires,Felipe Solá,Sí,20.0
UNIDAD SANITARIA FELIPE SOLA.,Público,Buenos Aires,Felipe Solá,Sí,4.0
HOGAR GERIATRICO,Público,Buenos Aires,Ferré,Sí,19.0
HOSPITAL PRIVADO CENTRO COMUNITARIO PEDRO FERRE,Privado,Buenos Aires,Ferré,Sí,19.0
RESIDENCIA PARA ADULTOS MAYORES EL ALEPH DEL BOSQUE SA,Privado,Buenos Aires,Florencio Varela (Bosques),Sí,49.0
GERIATRICO LUZ DIVINA,Privado,Buenos Aires,Florencio Varela (Estanislao Severo Zeballos),Sí,69.0
CLINICA MEDICA PRIVADA MODELO DE FLORENCIO VARELA S.A.,Privado,Buenos Aires,Florencio Varela (Florencio Varela),Sí,20.0
COMUNIDAD TERAPEUTICA REVIVIR (A),Privado,Buenos Aires,Florencio Varela (Florencio Varela),Sí,24.0
FUNDACION PROGRAMA YO PUDE (A),Privado,Buenos Aires,Florencio Varela (Florencio Varela),Sí,24.0
GERIATRICO DEL VALLE,Privado,Buenos Aires,Florencio Varela (Florencio Varela),Sí,28.0
HOGAR DE ANCIANOS DR. SALVADOR SALLARES,Público,Buenos Aires,Florencio Varela (Florencio Varela),Sí,48.0
HOGAR MI CASA TU CASA,Privado,Buenos Aires,Florencio Varela (Florencio Varela),Sí,11.0
HOSPITAL DE ALTA COMPLEJIDAD EL CRUCE,Público,Buenos Aires,Florencio Varela (Florencio Varela),Sí,75.0
LOS NONOS CLUB,Privado,Buenos Aires,Florencio Varela (Florencio Varela),Sí,20.0
HOGAR LAS LAGRIMAS DE JESUS,Privado,Buenos Aires,Florencio Varela (Ingeniero Juan Allan),Sí,8.0
CLINICA MEDICA SAN MARTIN SRL,Privado,Buenos Aires,Florencio Varela (Villa Vatteone),Sí,16.0
CLINICA PRIVADA FLORENCIO VARELA,Privado,Buenos Aires,Florencio Varela (Villa Vatteone),Sí,40.0
CLINICA PRIVADA LUJAN,Privado,Buenos Aires,Florencio Varela (Villa Vatteone),Sí,35.0
CLINICA PRIVADA SANATORIO MARIA MATER,Privado,Buenos Aires,Florencio Varela (Villa Vatteone),Sí,74.0
HOSPITAL GENERAL MI PUEBLO,Público,Buenos Aires,Florencio Varela (Villa Vatteone),Sí,247.0
INSTITUTO DEL DIAGNOSTICO FLORENCIO VARELA,Privado,Buenos Aires,Florencio Varela (Villa Vatteone),Sí,37.0
HOSPITAL LOCAL MUNICIPAL DR. FELIPE A. PELAEZ,Público,Buenos Aires,Florentino Ameghino,Sí,61.0
HOGAR DE ANCIANOS Y UNIDAD SANITARIA DR. JUAN I. MATEOS,Público,Buenos Aires,Fortín Olavarría,Sí,7.0
UNIDAD SANITARIA FORTIN OLAVARRIA,Público,Buenos Aires,Fortín Olavarría,Sí,8.0
UNIDAD SANITARIA FRANCISCO MADERO,Público,Buenos Aires,Francisco Madero,Sí,30.0
HOGAR DE ANCIANOS,Público,Buenos Aires,General Alvear,Sí,32.0
HOSPITAL MUNICIPAL BERNARDINO RIVADAVIA,Público,Buenos Aires,General Alvear,Sí,60.0
HOGAR GERIATRICO,Público,Buenos Aires,General Arenales,Sí,29.0
HOSPITAL MUNICIPAL DR. IGNACIO PIROVANO,Público,Buenos Aires,General Arenales,Sí,26.0
CLINICA PRIVADA 1º DE AGOSTO SA,Privado,Buenos Aires,General Belgrano,Sí,19.0
HOGAR SAN JOAQUIN,Público,Buenos Aires,General Belgrano,Sí,30.0
HOSPITAL MUNICIPAL JUAN E. DE LA FUENTE,Público,Buenos Aires,General Belgrano,Sí,72.0
